title,scenariste,dessinateur,code_barre,editeur,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"LE TEMPS DES BOMBES : T 01 AU NOM DU PERE","MOYNOT","MOYNOT","1000000020335","DARGAUD","Aventure",,,102033,,,
"LE TEMPS DES BOMBES : T 02 L'ESPRIT DE REVOLTE","MOYNOT","MOYNOT","1000000020342","DARGAUD","Aventure",,,102034,,,
"L'AS DE PIQUE : T 01","GUERINEAU","GUERINEAU","1000000020359","DARGAUD","Aventure",,,102035,,,
"COMPLAINTE DES LANDES PERDUES : T 02 BLACKMORE","DUFAUX","DUFAUX","1000000020366","DARGAUD","Fantastique",,,102036,,,
"LE CAHIER BLEU","JUILLARD","JUILLARD","1000000020373","CASTERMAN","Aventure",,,102037,,,
"LES SCORPIONS DU DESERT : PRISE DE MER","PRATT","PRATT","1000000020380","CASTERMAN","Aventure",,,102038,,,
"CARNETS D'ORIENT : T04 LE CENTENAIRE","FERRANDEZ","FERRANDEZ","1000000020397","CASTERMAN","Aventure",,,102039,,,
"LA TURQUOISE MALEFIQUE","THEUREAU","THEUREAU","1000000020403","CASTERMAN","Aventure",,,102040,,,
"ENVIE DE CHIEN : T 02 DEUX MOUCHES BLANCHES","CADELO","CADELO","1000000020410","CASTERMAN","Fantastique",,,102041,,,
"MESSARA : T 01 L'EGYPTIENNE","TERPANT","TERPANT","1000000020427","DARGAUD","Aventure",,,102042,,,
"POUR L'AMOUR DE L'ART : LES ANNAUX DE BABEL","PIERRE","","1000000020434","DARGAUD","Aventure",,,102043,,,
"DOCK 21 : T 01 L'ABIME DU TEMPS","MOUNIER","MOUNIER","1000000020441","DARGAUD","Aventure",,,102044,,,
"ARTHUR BLANC-NEGRE : T 02 LES BARRICADES","CAILLEAUX","CAILLEAUX","1000000020458","DARGAUD","Aventure",,,102045,,,
"ALEX RUSSAC : T 01 LE DESTIN PERDU D'ARGENTINO DIAZ","GARRIGUE","GARRIGUE","1000000020465","DELCOURT","Aventure",,,102046,,,
"ALEX RUSSAC : T 03 SAMIZDAT","GARRIGUE","GARRIGUE","1000000020472","DELCOURT","Aventure",,,102047,,,
"LES VOYAGES DE TAKUAN : T 02 LE LIVRE DE SANG","LE TENDRE","SIMEONI","1000000020489","DELCOURT","Aventure",,,102048,,,
"FINKEL : T 01 L'ENFANT DE MER","CONVARD","CONVARD","1000000020496","DELCOURT","Fantastique",,,102049,,,
"HOROLOGIOM : T 01 L'HOMME SANS CLEF","","","1000000020502","DELCOURT","Fantastique",,,102050,,,
"LA NEF DES FOUS : T 02 PLUVIOR 627","","","1000000020519","DELCOURT","Fantastique",,,102051,,,
"ROUGE DE CHINE : T 03 ZHAN ZHENG","","","1000000020526","DELCOURT","Fantastique",,,102052,,,
"LE DERNIER LOUP D'OZ : PROLOGUE : LA RUMEUR DES EAUX","","","1000000020533","DELCOURT","Fantastique",,,102053,,,
"L'OR DE SABA : T 01 ARDOUKOBA","AUBERT","AUBERT","1000000020540","SOLEIL","Aventure",,,102054,,,
"L'OR DE SABA : T 02 L'OEIL DE LA REINE","AUBERT","AUBERT","1000000020557","SOLEIL","Aventure",,,102055,,,
"L'OR DE SABA : T 03 LE CHEMIN VERS L'ETOILE","AUBERT","AUBERT","1000000020564","SOLEIL","Aventure",,,102056,,,
"CHRONIQUES BARBARES : T 01 LA FUREUR DES VIKINGS","","","1000000020571","SOLEIL","Aventure",,,102057,,,
"HOMBRE : T 05 LES VAUTOURS","SEGURA","SEGURA","1000000020588","SOLEIL","Fantastique",,,102058,,,
"LANFEUST DE TROY : T 01 L'IVOIRE DU MAGOHAMOTH","ARLESTON","TARQUIN","1000000020595","SOLEIL","Fantastique",,,102059,,,
"VOYAGE EN AMERTUME : SABLE ET NEIGE","DIETER","DIETER","1000000020601","VENTS D'OUEST","Aventure",,,102060,,,
"GORN : T 03 LA DANSE DES DAMNES","","","1000000020618","VENTS D'OUEST","Fantastique",,,102061,,,
"MANGECOEUR : T02 DANS LE JEU DES MIROIRS","GALLIE","GALLIE","1000000020625","VENTS D'OUEST","Fantastique",,,102062,,,
"AU BONHEUR DES DRAMES","","","1000000020632","ALBIN MICHEL","Humour",,,102063,,,
"MASQUEROUGE : T 06 LE NID DES ETOURNEAUX","VENANZI","COTHIAS","1000000020649","GLENAT","Aventure",,,102064,,,
"LES VOLEURS D'EMPIRES : T 02 FLEURS DE PEAU","DUFAUX","DUFAUX","1000000020656","GLENAT","Fantastique",,,102065,,,
"LES CHEMINS DE MALEFOSSE : T 08 L'HERBE D'OUBLI","BARDET","BARDET","1000000020663","GLENAT","Aventure",,,102066,,,
"LE PRINCE DE LA NUIT : T 01 LE CHASSEUR","SWOLFS","SWOLFS","1000000020670","GLENAT","Fantastique",,,102067,,,
"AVEL : T 04 MORT D'UN TRAITRE","DUFAUX","DUFAUX","1000000020687","GLENAT","Aventure",,,102068,,,
"FOX : T 04 LE DIEU ROUGE","DUFAUX","DUFAUX","1000000020694","GLENAT","Fantastique",,,102069,,,
"NEVE : T 03 ROUGE PASSION","DIETER","DIETER","1000000020700","GLENAT","Aventure",,,102070,,,
"SANG DE LUNE : T 03 SANG DESIR","DUFAUX","DUFAUX","1000000020717","GLENAT","Aventure",,,102071,,,
"CHRONIQUES BARBARES : T 02 LA LOI DES VIKINGS","","","1000000020724","SOLEIL","Aventure",,,102072,,,
"LEO LODEN : MEURTRE A LA FNAC","ARLESTON","ARLESTON","1000000020731","SOLEIL","Aventure",,,102073,,,
"LEO LODEN : T 06 PIZZA AUX PRUNEAUX","ARLESTON","ARLESTON","1000000020748","SOLEIL","Aventure",,,102074,,,
"HAZEL & OGAN : T02 LE PAYS DES TROLLS","BOSSE","BOSSE","1000000020755","SOLEIL","Fantastique",,,102075,,,
"LES SCYTHES : T 03 LE GROS HOMME","","","1000000020762","SOLEIL","Aventure",,,102076,,,
"ADELE BLANC-SEC : T 07 TOUS DES MONTRES","TARDI","TARDI","1000000020779","CASTERMAN","Fantastique",,,102077,,,
"EL GAUCHO","PRATT","PRATT","1000000020786","CASTERMAN","Aventure",,,102078,,,
"NOLIME : TANGERE","NATAEL","NATAEL","1000000020793","CASTERMAN","Aventure",,,102079,,,
"JONAS FINK : L'ENFANCE","GIARDINO","GIARDINO","1000000020809","CASTERMAN","Aventure",,,102080,,,
"L'ENVERS DES REVES","WARNAUTS","","1000000020816","CASTERMAN","Aventure",,,102081,,,
"DICK HERISSON : FRERES DE CENDRES","SAVARD","SAVARD","1000000020823","DARGAUD","Aventure",,,102082,,,
"DOCK 21 : T 03 LA MAISON DU DOCTEUR BOOGIE","MOUNIER","MOUNIER","1000000020830","DARGAUD","Aventure",,,102083,,,
"FABIEN M : T 03 L'OMBRE DE LA TOUR","STALNER","STALNER","1000000020847","DARGAUD","Aventure",,,102084,,,
"TRAMP : T 02 LE BRAS DE FER","JUSSEAUME","JUSSEAUME","1000000020854","DARGAUD","Aventure",,,102085,,,
"ALTOR : T 05 LES SEIGNEURS FORCE","","","1000000020861","DARGAUD","Fantastique",,,102086,,,
"LA MEMOIRE DES ARBRES : T 02","","","1000000020885","DUPUIS","Aventure",,,102088,,,
"L'EPERVIER : T 02 LE ROCHER DU CRANE","PELLERIN","PELLERIN","1000000020892","DUPUIS","Aventure",,,102089,,,
"MONSIEUR NOIR : T 01","DUFAUX","DUFAUX","1000000020908","DUPUIS","Aventure",,,102090,,,
"LOUISON CRESSON : N 05 LE ROCK DE LA PASTEQUE","","","1000000020915","DUPUIS","Humour",,,102091,,,
"BLOCHE : N 10 UN BEBE EN CAVALE","DODIER","DODIER","1000000020922","DUPUIS","Aventure",,,102092,,,
"LES LETTRES DE KRIVTSOV","","","1000000020939","LOMBARD","Aventure",,,102093,,,
"LES CHRONIQUES DE PANCHRYSIA","","FERRY","1000000020946","LOMBARD","Fantastique",,,102094,,,
"GARULFO : T 01 DE MARES EN CHATEAUX","AYROLES","MAÏORAMA","1000000020953","DELCOURT","Fantastique",,,102095,,,
"VORTEX : T 02 TESS WOOD, PRISONNIERE DU FUTUR","VINCE","STAN","1000000020960","DELCOURT","Fantastique",,,102096,,,
"VORTEX : T 02 CAMPBELL, VOYAGEUR DU TEMPS","VINCE","STAN","1000000020977","DELCOURT","Fantastique",,,102097,,,
"L'HIVER D'UN MONDE : T 03 VILLE BASSE","MAZAN","MAZAN","1000000020984","DELCOURT","Aventure",,,102098,,,
"LE RETOUR DE CROMWELL STONE","","","1000000020991","DELCOURT","Fantastique",,,102099,,,
"PETER PAN : T 03 TEMPETE","","LOISEL","1000000021004","VENTS D'OUEST","Aventure",,,102100,,,
"LE SOLEIL DES LOUPS : T 03 SAISONS VORACES","QWAK - GRATIEN","QWAK","1000000021011","VENTS D'OUEST","Fantastique",,,102101,,,
"ALEF THAU : T 07 LA PORTE DE LA VERITE","ARNO","ARNO","1000000021028","HUMANOIDES","Fantastique",,,102102,,,
"666 ALLEGRO DEMONIO","FROIDEVAL","FROIDEVAL","1000000021035","ZENDA","Fantastique",,,102103,,,
"LE PELICAN","DENIS","DENIS","1000000021042","ALBIN MICHEL","Aventure",,,102104,,,
"SOEUR MARIE-THERESE : T 04 SUR LA TERRE COMME AU CIEL...","","","1000000021059","FLUIDE GLACIAL","Humour",,,102105,,,
"DRUUNA : MANDRAGORA","PAOLO (ELEUTERI)","PAOLO - ELEUTERI","1000000021066","ZENDA","Fantastique",,,102106,,,
"CALVIN & HOBBES : T 01 ADIEU MON CRUEL","WATTERSON","WATTERSON","1000000021073","HORS COLLECTION","Humour",,,102107,,,
"LES FABULEUX FREAK BROTHERS : T 01","SHELTON","SHELTON","1000000021080","TETE ROCK","Humour",,,102108,,,
"BOUT D'HOMME : T 04 KARRIGUEL AN ANKOU","","","1000000021097","GLENAT","Aventure",,,102109,,,
"BALADE AU BOUT DU MONDE : T 07 LA VOIX DES MAITRES","MAKYO","HERENGUEL","1000000021103","GLENAT","Fantastique",,,102110,,,
"NEVE : T 02 VERT SOLEY","DIETER","DIETER","1000000021110","GLENAT","Aventure",,,102111,,,
"SOUS LE PAVILLON DU TSAR","","","1000000021127","GLENAT","Aventure",,,102112,,,
"LABYRINTHES : T 02 LA MORT QUI MARCHE","DIETER - LE TENDRE","LE TENDRE","1000000021134","GLENAT","Fantastique",,,102113,,,
"LOUIS LA GUIGNE : T 11 LA CINQUIEME COLONNE","GIROUD","DETHOREY","1000000021141","GLENAT","Policier",,,102114,,,
"DE SILENCE ET DE SANG : T 09 JE N'ETAIS MEME PAS LA...","MITTON","CORTEGGIANI","1000000021158","GLENAT","Aventure",,,102115,,,
"LE FOU DU ROY : T 01 LE PAVILLON DES SINGES","COTHIAS","COTHIAS","1000000021165","GLENAT","Aventure",,,102116,,,
"LES AIGLES DECAPITES : T 08 LA MARQUE DE NOLWENN","PIERRET","PELLERIN","1000000021172","GLENAT","Aventure",,,102117,,,
"LES HERITIERS DU SOLEIL : T 07 L'ARCHITECTE IMMOBILE","BIHEL","BIHEL","1000000021189","GLENAT","Aventure",,,102118,,,
"LES TOURS DE BOIS MAURY : T 10 OLIVIER","","","1000000021196","GLENAT","Aventure",,,102119,,,
"TITEUF : T 04 C'EST PO JUSTE","ZEP","ZEP","1000000021202","GLENAT","Enfants",,,102120,,,
"DES MAUX POUR LE DIRE","","","1000000021219","VENTS D'OUEST","Aventure",,,102121,,,
"HISPANOLA : T 01 LE SERUM","","","1000000021226","VENTS D'OUEST","Aventure",,,102122,,,
"MINUIT A RHODES : T 01 LE YIN","BOISSET","BOISSET","1000000021233","VENTS D'OUEST","Aventure",,,102123,,,
"TERRE A CHAOS : T 02 RESSAC","CRI BLEU","CRI BLEU","1000000021240","VENTS D'OUEST","Aventure",,,102124,,,
"CRIME D'ART","","","1000000021257","VENTS D'OUEST","Aventure",,,102125,,,
"J.DIFOOL AVANT L'INCAL : T 06 SUICIDE ALLEE","JODOROWSKY","JODOROWSKY","1000000021264","HUMANOIDES","Fantastique",,,102126,,,
"ROSA THURINGAE : T 02 LA MILLE ET UNE FLEUR","BOISSET","BOISSET","1000000021271","VENTS D'OUEST","Aventure",,,102127,,,
"SAIGON - HANOI","","","1000000021288","DUPUIS","Aventure",,,102128,,,
"LARGO WINCH : T 01 L'HERITIER","VAN HAMME","FRANCQ","1000000021295","DUPUIS","Aventure",,,102129,,,
"LARGO WINCH : T 02 LE GROUPE W","VAN HAMME","FRANCQ","1000000021301","DUPUIS","Aventure",,,102130,,,
"LARGO WINCH : T 03 O.P.A.","VAN HAMME","FRANCQ","1000000021318","DUPUIS","Aventure",,,102131,,,
"STEPHANE :  PONDICHERRY, FILIATION FATALE","","","1000000021332","HUMANOIDES","Aventure",,,102133,,,
"NI DIEU NI BETE : T 03 LE SEXE DES ANGES","PTILUC","PTILUC","1000000021349","HUMANOIDES","Humour",,,102134,,,
"CANARDO : T 08 LE CANARD DE L'ANGOISSE","","SOKAL","1000000021356","CASTERMAN","Humour",,,102135,,,
"CALYPSO","","BALTUS","1000000021363","CASTERMAN","Aventure",,,102136,,,
"LE MEILLEUR DU CHAT","GELUCK","GELUCK","1000000021370","CASTERMAN","Humour",,,102137,,,
"L'ETOILE POLAIRE : T 01 LE MILIEU DU CIEL","","DELLISSE","1000000021387","LOMBARD","Aventure",,,102138,,,
"L'ETOILE POLAIRE : T 02 LA NUIT COMME UN CHEVAL ARABE","","DELLISSE","1000000021394","LOMBARD","Aventure",,,102139,,,
"LE SERMENT DE L'AMBRE : T 01 L'AMOJAR","","LAUFFRAY","1000000021400","DELCOURT","Fantastique",,,102140,,,
"LES REMPARTS D'ECUME : T 01 LES YEUX CLOS","","MOUCLIER","1000000021417","DELCOURT","Fantastique",,,102141,,,
"LES REMPARTS D'ECUME : T 02 LA NUIT DES MASQUES","","MOUCLIER","1000000021424","DELCOURT","Fantastique",,,102142,,,
"LE MUR DE PAN : T 01 MAVEL COEUR D'ELUE","","","1000000021431","DELCOURT","Fantastique",,,102143,,,
"AQUABLUE : T 06 ETOILE BLANCHE 1 PARTIE","CAILLETEAU","TOTA","1000000021448","DELCOURT","Fantastique",,,102144,,,
"VAURIENS : T 01 POP BRAS D'ARGILE","BRUNSCHWIG","CAGNIAT","1000000021455","DELCOURT","Fantastique",,,102145,,,
"LA TARTARE : T 01 L'ORCHIDEE","","PLISSON","1000000021462","SOLEIL","Aventure",,,102146,,,
"XIII : T 11 LES TROIS MONTRES D'ARGENT","VAN HAMME","VANCE","1000000021479","DARGAUD","Aventure",,,102147,,,
"MARY LA NOIRE : T 01 LES TREPASSES","MAGNIN","MAGNIN","1000000021486","DARGAUD","Aventure",,,102148,,,
"MESSARA : T 02 MINOS","","TERPANT","1000000021493","DARGAUD","Aventure",,,102149,,,
"LE GENIE DES ALPAGES : T11 SABOTAGE ET PATURAGE","","","1000000021509","DARGAUD","Humour",,,102150,,,
"MARTHA WASHINGTON GOES TO WAR : T 01","","GIBBONS","1000000021516","DARK HORSE","Fantastique",,,102151,,,
"LES MAITRES DE L'ORGE : T 03 ADRIEN, 1917","VAN HAMME","VAN HAMME","1000000021523","GLENAT","Aventure",,,102152,,,
"LES MAITRES DE L'ORGE : T 04 NOEL, 1932","VAN HAMME","VAN HAMME","1000000021530","GLENAT","Aventure",,,102153,,,
"BALADE AU BOUT DU MONDE : T 08 MAHARANI","MAKYO","HERENGUEL","1000000021547","GLENAT","Fantastique",,,102154,,,
"LES EAUX DE MORTELUNE : T 06 LE CHIFFRE DE LA BETE","ADAMOV","COTHIAS","1000000021554","GLENAT","Fantastique",,,102155,,,
"JOYEUX NOEL, MAY","","COSEY","1000000021561","DUPUIS","Aventure",,,102156,,,
"THEODORE POUSSIN : T 09 LA TERRASSE DES AUDIENCES","","","1000000021578","DUPUIS","Aventure",,,102157,,,
"LA MEMOIRE DES ARBRES : LES SEINS DE CAFE T 01","","","1000000021585","DUPUIS","Aventure",,,102158,,,
"FABIEN M : T 04 LA REINE MORTE","STALNER","STALNER","1000000021592","DARGAUD","Aventure",,,102159,,,
"VORTEX : T 03 TESS WOOD ET CAMPBELL","VINCE","STAN","1000000021608","DELCOURT","Fantastique",,,102160,,,
"HOROLOGIUM : T 02 L'INSTANT DU DAMOKLE","","","1000000021615","DELCOURT","Fantastique",,,102161,,,
"MINUIT A RHODES : T 02 LE YANG","BOISSET","BOISSET","1000000021622","VENTS D'OUEST","Aventure",,,102162,,,
"LA MAISON OU RÊVENT LES ARBRES","","","1000000021639","CASTERMAN","Fantastique",,,102163,,,
"LA CASTE DES META-BARONS : T 03 AGHNAR LE BISAÏEUL","GIMENEZ","JODOROWSKY","1000000021646","HUMANOÏDES","Fantastique",,,102164,,,
"JESSICA BLANDY : T 11","RENAUD","DUFAUX","1000000021653","DUPUIS","Aventure",,,102165,,,
"SOUVENIRS DE TOUSSAINT : T 03 LE LORIOT","","CONVARD","1000000021660","GLENAT","Aventure",,,102166,,,
"LE FOU DU ROY : T 02 L'ECOLE DES BOUFFONS","","COTHIAS","1000000021677","GLENAT","Aventure",,,102167,,,
"LE FOU DU ROY : T 03 LES DINDONS DE LA FARCE","","COTHIAS","1000000021684","GLENAT","Aventure",,,102168,,,
"LES CHRONIQUES DE PANCHRYSIA - LES REVES","","POMBAL","1000000021691","LOMBARD","Fantastique",,,102169,,,
"ANNA STEIN : T 01 TIR AUX PIGEONS","","PLUTZKER","1000000021707","DIVERS","Aventure",,,102170,,,
"ANNA STEIN : T 02 HOTEL PARANOIA","","PLUTZKER","1000000021714","DIVERS","Aventure",,,102171,,,
"ANNA STEIN : T 03 LA GRANDE AVALANCHE","","PLUTZKER","1000000021721","DIVERS","Aventure",,,102172,,,
"LES POTAMOKS : TERRA INCOGNITA","","SFAR","1000000021738","DELCOURT","Fantastique",,,102173,,,
"FINKEL : T 02 OCEANE","CONVARD","CONVARD","1000000021745","DELCOURT","Fantastique",,,102174,,,
"FABIEN M : T 05 LES LARMES DU ROI","STALNER","STALNER","1000000021752","DARGAUD","Aventure",,,102175,,,
"NEVE : T 04 BLANC NEPAL","","LEPAGE","1000000021769","GLENAT","Aventure",,,102176,,,
"LABYRINTHES : T 03 AGWE WEDO","DIETER - LE TENDRE","LE TENDRE","1000000021776","GLENAT","Fantastique",,,102177,,,
"LES EAUX DE MORTELUNE : T 07 LA GUERRE DES DIEUX","ADAMOV","COTHIAS","1000000021783","GLENAT","Fantastique",,,102178,,,
"ELSA","","MAKYO","1000000021790","GLENAT","Aventure",,,102179,,,
"MAREE BASSE","","PECQUEUR","1000000021806","LONG COURRIER","Aventure",,,102180,,,
"PACUSH BLUES : T 09 RELECTURE DU MYTHE DE FRANKENSTEIN","PTILUC","PTILUC","1000000021813","VENTS D'OUEST","Humour",,,102181,,,
"FOX : T 05 LE CLUB DES MOMIES","DUFAUX","DUFAUX","1000000021820","GLENAT","Fantastique",,,102182,,,
"TANATHA : T 04 DERNIER ACTE","COTHIAS","COTHIAS","1000000021837","GLENAT","Fantastique",,,102183,,,
"NEIGE : T 08 LA BRECHE","CONVARD","CONVARD","1000000021844","GLENAT","Fantastique",,,102184,,,
"VORTEX : T 04 TESS WOOD ET CAMPBELL","VINCE","STAN","1000000021851","DELCOURT","Fantastique",,,102185,,,
"LES HEROS CAVALIERS : T 05 BLANCHE FLEUR","TARRAL","COTHIAS","1000000021868","GLENAT","Aventure",,,102186,,,
"L'ETOILE POLAIRE : T 03 LES FAUX JUMEAUX","","DELLISSE","1000000021875","LOMBARD","Aventure",,,102187,,,
"GIACOMO C : T 07 ANGELINA","DUFAUX","DUFAUX","1000000021882","GLENAT","Aventure",,,102188,,,
"HISPANOLA : T 02 LE GRAND SILENCIEUX","","","1000000021899","VENTS D'OUEST","Aventure",,,102189,,,
"DE SILENCE ET DE SANG : T10 DANS LE COURANT SANS FIN","MITTON","CORTEGGIANI","1000000021905","GLENAT","Aventure",,,102190,,,
"JESSICA BLANDY : T 12 COMME UN TROU DANS LA TETE","RENAUD","DUFAUX","1000000021912","DUPUIS","Aventure",,,102191,,,
"LES PIONNIERS DU NOUVEAU MONDE : T 07 CRIE DANS LE VENT","CHARLES","ERSEL","1000000021929","GLENAT","Aventure",,,102192,,,
"LES PIONNIERS DU NOUVEAU MONDE : T 08 PETIT HOMME","CHARLES","ERSEL","1000000021936","GLENAT","Aventure",,,102193,,,
"UNE ETRANDE DISPARITION : L'HOMME QUI AIMAIT LES POUPEES","","","1000000021943","GLENAT","Aventure",,,102194,,,
"TIMON DES BLES : T 05 LA MOUETTE","","KLIMOS","1000000021950","GLENAT","Aventure",,,102195,,,
"LES 7 VIES DE L'EPERVIER : T 02 LE TEMPS DES CHIENS","","COTHIAS","1000000021967","GLENAT","Aventure",,,102196,,,
"LE VENT DES DIEUX : T 06 L'ORDRE DU CIEL","","COTHIAS","1000000021974","GLENAT","Aventure",,,102197,,,
"LE MASQUE DE FER : T 02 QUI VENGERA BARRABAS ?","","RENIER","1000000021981","GLENAT","Aventure",,,102198,,,
"ASTERIX : N 30 LA GALERE D'OBELIX","UDERZO","UDERZO","1000000021998","ALBERT RENE","Humour",,,102199,,,
"HK : T 01 AVALON","","MORVAN","1000000022001","GLENAT","Aventure",,,102200,,,
"MAX : T 03 D'ARCADIE ET D'AILLEURS","","","1000000022018","GLENAT","Aventure",,,102201,,,
"GADEL LE FOU : T 02 L'ESPRIT DU PRINCE","","TEHY","1000000022025","VENTS D'OUEST","Fantastique",,,102202,,,
"GADEL LE FOU : T 01 LA LAISSE","","TEHY","1000000022032","VENTS D'OUEST","Fantastique",,,102203,,,
"LA GRAINE DE FOLIE : T 01 IGGUK","","","1000000022049","DELCOURT","Fantastique",,,102204,,,
"LA CRYPTE DU SOUFFLE BLEU : T 01 LE PAYS ROUILLE","DURAND","DURAND","1000000022056","SOLEIL","Fantastique",,,102205,,,
"DE SILENCE ET DE SANG : T 05 LES 7 PILIERS DU CHAOS","MITTON","CORTEGGIANI","1000000022063","GLENAT","Aventure",,,102206,,,
"DE SILENCE ET DE SANG : T 06 OMERTA","MITTON","CORTEGGIANI","1000000022070","GLENAT","Aventure",,,102207,,,
"TRAMP : T 03 LE BATEAU ASSASSINE","","JUSSEAUME","1000000022087","DARGAUD","Aventure",,,102208,,,
"ALIX  : O ALEXANDRIE","","MARTIN","1000000022094","CASTERMAN","Aventure",,,102209,,,
"LES BIDOCHON : T 02 EN VACANCES","BINET","BINET","1000000022100","FLUIDE GLACIAL","Humour",,,102210,,,
"LUKA : T 01 C'EST TOUJOURS UNE HISTOIRE DE FEMME","MEZZOMO","LAPIERE","1000000022117","DUPUIS","Aventure",,,102211,,,
"BLAKE ET MORTIMER : L'AFFAIRE FRANCIS BLAKE","","BENOIT","1000000022124","BLA & MOR","Aventure",,,102212,,,
"L'ETOILE DU DESERT : T 01","","DESBERG","1000000022131","DARGAUD","Aventure",,,102213,,,
"MESSARA : T 03 LES AILES D'ICARE","BONIFAY","TERPANT","1000000022148","DARGAUD","Aventure",,,102214,,,
"OMBRE ET DESIRS","","RENIER","1000000022155","CASTERMAN","Aventure",,,102215,,,
"LE CYCLE DE GOLDEN TIGER","","LEROUX MOSDI","1000000022162","VENTS D'OUEST","Aventure",,,102216,,,
"PETER PAN : T 04 MAIN ROUGE","","LOISEL","1000000022179","VENTS D'OUEST","Aventure",,,102217,,,
"GIACOMO C : T 08 LA NON-BELLE","DUFAUX","DUFAUX","1000000022186","GLENAT","Aventure",,,102218,,,
"MARTIN DE TOURS","","MARTIN FROISSARD","1000000022193","GLENAT","Aventure",,,102219,,,
"FEU D'ANGE : T 02 LE MAITRE DES OISEAUX","VANEK","VANEK","1000000022209","GLENAT","Aventure",,,102220,,,
"NORDMAN : LES VIKINGS EN NORMANDIE","","STALNER","1000000022216","GLENAT","Aventure",,,102221,,,
"LE LIEVRE DE MARS : T 03","COTHIAS","PARRAS","1000000022223","GLENAT","Aventure",,,102222,,,
"LE LIEVRE DE MARS : T 04","COTHIAS","PARRAS","1000000022230","GLENAT","Aventure",,,102223,,,
"AQUABLUE : T 07 ETOILE BLANCHE 2 PARTIE","CAILLETEAU","TOTA","1000000022247","DELCOURT","Fantastique",,,102224,,,
"LES VOYAGES DE TAKUAN : T 04 LA SOURCE NOIRE","LE TENDRE","SIMEONI","1000000022254","DELCOURT","Aventure",,,102225,,,
"LES VOYAGES DE TAKUAN : T 05 LA MERE DES DOULEURS","LE TENDRE","SIMEONI","1000000022261","DELCOURT","Aventure",,,102226,,,
"LES ROIS DU RIRE","","","1000000022278","ALBIN MICHEL","Humour",,,102227,,,
