title,scenariste,dessinateur,code_barre,editeur,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"SPECIAL HERGE","","","1000000009736","CASTERMAN","Bibliographie",,,100973,,,
"VICTOR SACKEVILLE : T 01 LE CODE ZIMMERMAN-L'OPERA DE LA MORT","RIVIERE - BORILE","RIVIERE - BORILE","1000000009743","LOMBARD","Aventure",,,100974,,,
"VASCO : T 06 TENEBRES SUR VENISE","","CHAILLET","1000000009750","LOMBARD","Aventure",,,100975,,,
"VICTOR SACKEVILLE : T 02 LE CODE ZIMMERMAN-LE PREDICATEUR FO","RIVIERE - BORILE","RIVIERE - BORILE","1000000009767","LOMBARD","Aventure",,,100976,,,
"DOMMAGE N 7/8","","","1000000009781","","Bibliographie",,,100978,,,
"LA NUIT DES CHACALS - BRUNO BRAZIL","","ALBERT","1000000009804","LOMBARD","Aventure",,,100980,,,
"UNE AVENTURE DE BARBE ROUGE : LA CITE DE LA MORT","","CHARIER","1000000009811","NOVEDI","Aventure",,,100981,,,
"FAUX CONTACT","","VIOLEFF","1000000009828","CASTERMAN","Aventure",,,100982,,,
"JUGURTHA : T 14 LES MONTS DE LA LUNE","","HERMANN - FRANZ","1000000009835","LOMBARD","Aventure",,,100983,,,
"REQUIEM BLANC","LEGRAND","ROCHETTE","1000000009842","CASTERMAN","Aventure",,,100984,,,
"ARIA : T 09 LE COMBAT DES DAMES","","","1000000009859","LOMBARD","Aventure",,,100985,,,
"BERLIN : T 02 LE FUNAMBULE","","","1000000009866","GLENAT","Aventure",,,100986,,,
"HYBRIDES : T 02 LE BOUCLIER D'ORION","","","1000000009873","GLENAT","Fantastique",,,100987,,,
"LE CHARIOT DE THESPIS : T 04 LA PETITE SIRENE","","BONNIFAY","1000000009880","GLENAT","Aventure",,,100988,,,
"LES PATROUILLES DES LIBELLULES : REQUIEM POUR UN PIMPF","HARDY","YANN","1000000009897","GLENAT","Humour",,,100989,,,
"LES CAPAHUCHOS : T 05 CHOCQ","","","1000000009903","GLENAT","Aventure",,,100990,,,
"DE SILENCE ET DE SANG : T 03 10 ANNEES DE FOLIE","MITTON","CORTEGGIANI","1000000009910","GLENAT","Aventure",,,100991,,,
"LE DESTIN DE SARAH : T 02 LE DERNIER SHOOT","","","1000000009927","GLENAT","Fantastique",,,100992,,,
"RAYMOND CALBUTH : T 02 A LA CONQUETE DU GLOBE","","TRONCHET","1000000009934","GLENAT","Humour",,,100993,,,
"LES PIONNIERS DU NOUVEAU MONDE : T 04 LA CROIX DE SAINT LOUIS","CHARLES","ERSEL","1000000009941","GLENAT","Aventure",,,100994,,,
"LES AIGLES DECAPITES : T 03 LES EPERONS D'OR","PIERRET","PELLERIN","1000000009958","GLENAT","Aventure",,,100995,,,
"LES VEINES DE L'OCCIDENT : T 02 LE CHEVAL DEMON","","DURAND","1000000009965","GLENAT","Aventure",,,100996,,,
"LES AVENTURES DE SERGEI WLADI : AAARGI !","","RALPH - EDITH - RIF","1000000009972","GLENAT","Humour",,,100997,,,
"BRUNELLE ET COLIN : T 07 LE LONG SERPENT","","GENIN","1000000009989","GLENAT","Aventure",,,100998,,,
"JAUNES : T 06 HOTEL DES TERMES","","BUCQUOY","1000000009996","GLENAT","Fantastique",,,100999,,,
"TIMON DES BLES : T 02 LES INSURGENTS","","BARDET","1000000010008","GLENAT","Aventure",,,101000,,,
"JOHAN ET PIRLOUIT : N 13 LE SORTILEGE DE MALTROCHU","","PEYO","1000000010015","DUPUIS","Enfants",,,101001,,,
"JOHAN ET PIRLOUIT : N 12 LE PAYS MAUDIT","","PEYO","1000000010022","DUPUIS","Enfants",,,101002,,,
"JOHAN ET PIRLOUIT : N 08 LE SIRE DE MONTRESOR","","PEYO","1000000010039","DUPUIS","Enfants",,,101003,,,
"JOJO : LE TEMPS DES COPAINS","","","1000000010046","DUPUIS","Enfants",,,101004,,,
"JEREMIAH : T 13 STRIKE","HERMANN","HERMANN","1000000010053","DUPUIS","Aventure",,,101005,,,
"FOC : T 02 LA CONFRERIE DE LA FLETRISSURE","DURAND","DURAND","1000000010060","DARGAUD","Fantastique",,,101006,,,
"LES JARDINS DE LA PEUR : LE CAVEAU HARDWOOD","","SOHIER - DUFAUX","1000000010077","DARGAUD","Fantastique",,,101007,,,
"L'AGE D'OMBRE : T 02 LES REMPARTS DE LA NUIT","","","1000000010084","DARGAUD","Fantastique",,,101008,,,
"L'AGE D'OMBRE : T 01 LES HABITANTS DU CREPUSCULE","","","1000000010091","DARGAUD","Fantastique",,,101009,,,
"COEURS SANGLANTS ET AUTRES FAITS DIVERS","CHRISTIN","BILAL","1000000010107","DARGAUD","Aventure",,,101010,,,
"LA GRAND MESSE","","","1000000010114","DARGAUD","Humour",,,101011,,,
"RAY BANANA : CITE LUMIERE","","BENOIT","1000000010121","CASTERMAN","Aventure",,,101012,,,
"DIETER LUMPEN : ENNEMIS COMMUNS","ZENTNER","PELLEJERO","1000000010138","CASTERMAN","Aventure",,,101013,,,
"LES JEUX SONT FAITS","","PEETERS","1000000010145","CASTERMAN","Fantastique",,,101014,,,
"LE GRAND POUVOIR DU CHINKEL","","VAN HAMME","1000000010152","CASTERMAN","Fantastique",,,101015,,,
"HISTOIRES NOIRES","ABULI","BERNET","1000000010169","COMICS USA","Aventure",,,101016,,,
"GLADIATEURS MECANIQUES","","","1000000010176","COMICS USA","Fantastique",,,101017,,,
"GANGRENE","","TRILLO","1000000010183","COMICS USA","Fantastique",,,101018,,,
"SPIDERMAN : LA FUREUR A MILLE TETES","","PUTNEY","1000000010190","COMICS USA","Fantastique",,,101019,,,
"LE THEOREME DE BELL : T 02 LE CONTACT","","","1000000010206","ALBIN MICHEL","Fantastique",,,101020,,,
"KALUNT","","DIMITRI","1000000010213","ALBIN MICHEL","Aventure",,,101021,,,
"EDMOND LE COCHON","","VEYRON","1000000010220","ALBIN MICHEL","Humour",,,101022,,,
"EDMOND LE COCHON : LE CONTINENT MYSTERIEUX","","VEYRON","1000000010237","ALBIN MICHEL","Humour",,,101023,,,
"COURTS METRAGES","","","1000000010244","ALBIN MICHEL","Erotique",,,101024,,,
"JERMY BROOD","","STRNAO","1000000010251","ALBIN MICHEL","Fantastique",,,101025,,,
"BLUE","","HOUSSIN","1000000010268","HUMANOIDES","Fantastique",,,101026,,,
"FREDDY LOMBARD : VACANCES A BUDAPEST","","","1000000010275","HUMANOIDES","Aventure",,,101027,,,
"LE LAMA BLANC : T 01","","JODOROWSKY","1000000010282","HUMANOIDES","Fantastique",,,101028,,,
"DEAD END : A LA VITESSE DES ANNEES SOLITUDES","","","1000000010299","HUMANOIDES","Aventure",,,101029,,,
"CHIENNE DE VIE","","","1000000010305","HUMANOIDES","Aventure",,,101030,,,
"ARIA : T 10 OEIL D'ANGE","","","1000000010312","LOMBARD","Aventure",,,101031,,,
"RORK : T 03 LE CIMETIERE DE CATHEDRALES","","ANDREAS","1000000010329","LOMBARD","Fantastique",,,101032,,,
"SUPERDUPONT : OUI NIDE IOU","","GOTLIB","1000000010336","FLUIDE GLACIAL","Humour",,,101033,,,
"LES PROFESSIONNELS 3","","","1000000010343","FLUIDE GLACIAL","Humour",,,101034,,,
"INSTANTS DAMNES","","","1000000010350","FLUIDE GLACIAL","Humour",,,101035,,,
"CHRONIQUES DE FIN DE SIECLE : T 3 CHOOZ","","BUCQUOY","1000000010367","RASPOUTINE","Fantastique",,,101036,,,
"L'ODYSSEE DE MARADA : T 02 LE SORCIER DES ABYSSES","","CLAREMONT","1000000010374","DELCOURT","Fantastique",,,101037,,,
"PACUSH BLUES : T 06 LE MAL DE MER","PTILUC","PTILUC","1000000010381","VENTS D'OUEST","Humour",,,101038,,,
"LA BOUTEILLE A L'ENCRE","","COVIAL","1000000010398","FLORENTIN","Humour",,,101039,,,
"LES TONKINOISES","","PROST","1000000010404","DIVERS","Aventure",,,101040,,,
"JOHAN ET PIRLOUIT : N 10 LA GUERRE DES 7 FONTAINES","","PEYO","1000000010411","DUPUIS","Enfants",,,101041,,,
"BERTHET : T 04 AMERICA","BOCQUET","RIVIERE","1000000010428","DUPUIS","Aventure",,,101042,,,
"JOHAN ET PIRLOUIT : N 07 LA FLECHE NOIRE","","PEYO","1000000010435","DUPUIS","Enfants",,,101043,,,
"SIBYLLINE ET LE PETIT CIRQUE","","","1000000010442","DUPUIS","Humour",,,101044,,,
"BERTHET : T 05 L'OEIL DU CHASSEUR","FOERSTER","BERTHET","1000000010459","DUPUIS","Aventure",,,101045,,,
"TUNIQUES BLEUES : N 07 LES BLEUS DE LA MARINE","","CAUVIN","1000000010466","DUPUIS","Humour",,,101046,,,
"TUNIQUES BLEUES : N 17 EL PADRE","","CAUVIN","1000000010473","DUPUIS","Humour",,,101047,,,
"ELMER ET MOI : T 01 LE CHOIX DES MOYENS","","","1000000010480","GLENAT","Aventure",,,101048,,,
"LE REVE DU REQUIN : T 02 LAGOS CONNECTION","","","1000000010497","GLENAT","Aventure",,,101049,,,
"LOUIS LA GUIGNE : T 06 CHARLESTON","GIROUD","DETHOREY","1000000010503","GLENAT","Policier",,,101050,,,
"LES HEROS CAVALIERS : T 02 LA GRANDE OURSE","TARRAL","COTHIAS","1000000010510","GLENAT","Aventure",,,101051,,,
"REBECCA ET LES TESTAMENTS ... : T 02 QUESTION DE NEZ","","QUEIROLO","1000000010527","GLENAT","Fantastique",,,101052,,,
"L'INDIEN FRANCAIS : T 07 GRONDEMENTS","","DURAND","1000000010534","GLENAT","Aventure",,,101053,,,
"ALISE ET LES ARGONAUTES : T 02 LA SOURIS VERTE","","COTHIAS","1000000010541","GLENAT","Aventure",,,101054,,,
"JUSTIN HIRIART : T 05 LE NAVIRE DE SATAN","","HARRIET","1000000010558","GLENAT","Aventure",,,101055,,,
"MEMORY : T 03 LE NECROMOBILE","","COTHIAS","1000000010565","GLENAT","Aventure",,,101056,,,
"LES PATRIOTES - T 01 L'HERITIER PERDU","","GIROUD","1000000010572","GLENAT","Aventure",,,101057,,,
"SIMON BRASLONG : T 01 QUAND VIENT LA MOUSSON","","HARRIET","1000000010589","GLENAT","Aventure",,,101058,,,
"GIACOMO C : T 01 LE MASQUE DANS LA BOUCHE D'OMBRE","DUFAUX","DUFAUX","1000000010596","GLENAT","Aventure",,,101059,,,
"LE VOYAGE EN ITALIE : T 01","","","1000000010602","DUPUIS","Aventure",,,101060,,,
"THORGAL : T 12 LA CITE DES DIEUX PERDUS","","VAN HAMME","1000000010619","LOMBARD","Fantastique",,,101061,,,
"BRUCE J. HAWKER : T 05 TOUT OU RIEN","","DUCHATEAU","1000000010626","LOMBARD","Aventure",,,101062,,,
"SIMON DU FLEUVE : T 06 L'EVEILLEUR","RIONDET","RIONDET","1000000010633","LOMBARD","Fantastique",,,101063,,,
"LA MARQUISE DES LUMIERES : T 02 LE DESTIN DE ZOE","","COTHIAS","1000000010640","VENTS D'OUEST","Aventure",,,101064,,,
"LA REVOLUTION FRANCAISE : T 02 ET POURQUOI PAS LA LUNE","","COTHIAS","1000000010657","VENTS D'OUEST","Aventure",,,101065,,,
"VIXIT TUEUR DE VILLE","","RALF","1000000010664","VENTS D'OUEST","Fantastique",,,101066,,,
"LES BIDOCHON : T 10 LES USAGERS DE LA ROUTE","BINET","BINET","1000000010671","FLUIDE GLACIAL","Humour",,,101067,,,
"LE RENDEZ-VOUS DES OEILLETS","","LAMY - DEHOUSSE","1000000010688","MIROIR","Aventure",,,101068,,,
"NORFOLK : T 01 L'HYMALITE D'AMBRE","LAMQUET","SALMON","1000000010695","DIVERS","Aventure",,,101069,,,
"TENDRE VIOLETTE : N 03 L'ALSACIEN","","DEWAMME","1000000010701","CASTERMAN","Fantastique",,,101070,,,
"TIM GALERE","","F'MURR","1000000010718","CASTERMAN","Humour",,,101071,,,
"CHRONIQUES DU CHEVALIER TARWE ANNO 1259","","","1000000010725","HUMANOIDES","Aventure",,,101072,,,
"LE DIEU JALOUX","","JODOROWSKY","1000000010732","HUMANOIDES","Fantastique",,,101073,,,
"ROLF","","","1000000010749","HUMANOIDES","Fantastique",,,101074,,,
"WALLAYE - KEUBLA ET KEBRA EN AFRIQUE","","JANO","1000000010756","HUMANOIDES","Humour",,,101075,,,
"J. DIFOOL L'INCAL : T 05 LA CINQUIEME ESSENCE (1) et 2partie","","JODOROWSKY","1000000010763","HUMANOIDES","Fantastique",,,101076,,,
"J. DIFOOL L'INCAL : T 06 PLANETE DIFFOOL (2)","","JODOROWSKY","1000000010770","HUMANOIDES","Fantastique",,,101077,,,
"J. DIFOOL L'INCAL : T 04 CE QUI EST EN HAUT","","JODOROWSKY","1000000010787","HUMANOIDES","Fantastique",,,101078,,,
"ALEF THAU : LE SEIGNEUR DES ILLUSIONS","ARNO","ARNO","1000000010794","HUMANOIDES","Fantastique",,,101079,,,
"LES FILS DE L'AIGLE : T 04 CAPUCINE","","VAXELAIRE","1000000010800","HUMANOIDES","Aventure",,,101080,,,
"LA LEGENDE DU CHEVALIER CARGAL : T 02 MANHAWAR","FORMOSA","PECQUEUR","1000000010817","DARGAUD","Fantastique",,,101081,,,
"LA PARISIENNE","GIBRAT","BERROYER","1000000010824","DARGAUD","Aventure",,,101082,,,
"L'ANNEAU DU NIBELUNG : T 02 LA WALKIRYE","","WAGNER - SADOUL - RE","1000000010831","DARGAUD","Fantastique",,,101083,,,
"BEATIFICAT BLUES : T 02","","DUFAUX","1000000010848","DARGAUD","Fantastique",,,101084,,,
"LES ENFANTS DE LA SALAMANDRE : T 01 ANGIE","","DUFAUX","1000000010855","DARGAUD","Fantastique",,,101085,,,
"XIII : T 04 SPADS","VAN HAMME","VANCE","1000000010862","DARGAUD","Aventure",,,101086,,,
"LES DINGODOSSIERS T 02","","GOSCINNY","1000000010879","DARGAUD","Humour",,,101087,,,
"LEO GRECO : LA VILLE ETERNELLE","","DALPRA","1000000010886","DARGAUD","Fantastique",,,101088,,,
"CHARLOTTE ET NANCY","CHRISTIN","GOETZINGER","1000000010893","DARGAUD","Aventure",,,101089,,,
"SOUVENIRS D'UN JEUNE HOMME","","","1000000010909","DARGAUD","Humour",,,101090,,,
"LA DIVA ET LE KRIEGSPIEL","CHRISTIN","GOETZINGER","1000000010916","DARGAUD","Aventure",,,101091,,,
"SERRA TORBARA : LE VOL DES DIEUX","ROTINDO","FERRANDINO","1000000010923","DARGAUD","Aventure",,,101092,,,
"CONTE SUAVE","","","1000000010930","ALBIN MICHEL","Fantastique",,,101093,,,
"KWIKA","","","1000000010947","ALBIN MICHEL","Humour",,,101094,,,
"EDMOND LE COCHON : VA EN AFRIQUE","","VEYRON","1000000010954","ALBIN MICHEL","Humour",,,101095,,,
"RAOUL TEGNIEUX CONTRE LES DRUZES","","BERROYEZ","1000000010961","ALBIN MICHEL","Humour",,,101096,,,
"AFRIQUA FRIC","ANDREPIOT","CLEMENT","1000000010978","ALBIN MICHEL","Aventure",,,101097,,,
"LA SURVIVANTE : T 01","","","1000000010985","ALBIN MICHEL","Fantastique",,,101098,,,
"LA SURVIVANTE : T 02","","","1000000010992","ALBIN MICHEL","Fantastique",,,101099,,,
"LA NUIT BARBARE","","","1000000011005","ALBIN MICHEL","Erotique",,,101100,,,
"JACK PALMER - UNE SACREE SALADE","PETILLON","PETILLON","1000000011012","ALBIN MICHEL","Humour",,,101101,,,
"L'ALMANACH","","","1000000011029","CASTERMAN","Fantastique",,,101102,,,
"BAB EL MANDEB","","MICHELUZZI","1000000011036","CASTERMAN","Aventure",,,101103,,,
"SANGUINE","POPULAIRE","SOKAL","1000000011043","CASTERMAN","Aventure",,,101104,,,
"L'ARBRE COEUR","","","1000000011050","CASTERMAN","Fantastique",,,101105,,,
"STEPHANE : T 03 LE REPAIRE DE KOLSTOV","","CEPPI","1000000011067","CASTERMAN","Aventure",,,101106,,,
"ADA A MACAO","","ALTAN","1000000011074","CASTERMAN","Aventure",,,101107,,,
"PETZI AU PAYS DU SOMMEIL","","","1000000011081","CASTERMAN","Enfants",,,101108,,,
"CONGO 40","RAIVES","WARNAUT","1000000011098","CASTERMAN","Aventure",,,101109,,,
"LE VENT DES DIEUX : T 04 LAPIN TIGRE","","COTHIAS","1000000011104","GLENAT","Aventure",,,101110,,,
"POUPEE D'IVOIRE : T 01 NUIT SAUVAGE","","","1000000011111","GLENAT","Aventure",,,101111,,,
"BALADE AU BOUT DU MONDE : T 04 LA PIERRE DE FOLIE","MAKYO","HERENGUEL","1000000011128","GLENAT","Fantastique",,,101112,,,
"LE MARCHAND D'IDEES : T 04","","COSSU","1000000011135","GLENAT","Fantastique",,,101113,,,
"ABOMINABLE","","","1000000011142","GLENAT","Fantastique",,,101114,,,
"LE MAITRE DES BRUMES : T 01 LA ROUTE DE GLIMROCK","","DUFAUX","1000000011159","GLENAT","Fantastique",,,101115,,,
"LE MAITRE DES BRUMES : T 02 LA PRIERE DES CHAROGNARDS","","DUFAUX","1000000011166","GLENAT","Fantastique",,,101116,,,
"LES EXPLOITS DE YOYO : T 01 LES SIRENES DE WALSTREET","","LEGAL F","1000000011173","GLENAT","Aventure",,,101117,,,
"REVE DE CHIEN","COSSU","BERTHET","1000000011180","GLENAT","Policier",,,101118,,,
"LES PATROUILLES DES LIBELLULES : DEFAITE ECLAIR","HARDY","YANN","1000000011197","GLENAT","Humour",,,101119,,,
"LE VOYAGE DU BATELEUR : T 01 LA DAME DE DORFGRAU","","AUTHEMAN","1000000011203","GLENAT","Aventure",,,101120,,,
"CARGO : T 05 LE SEXTANT","","","1000000011210","GLENAT","Aventure",,,101121,,,
"BD NOIRE : UNE VALISE POUR JUPITER","","BOUCHARD","1000000011227","GLENAT","Policier",,,101122,,,
"LE MERCENAIRE : T 04 LE SACRIFICE","","","1000000011234","GLENAT","Fantastique",,,101123,,,
"PASTICHES : T 04 ECOLE ADULTES","","BRUNEL","1000000011241","GLENAT","Humour",,,101124,,,
"BOULE ET BILL : 22 LES V' LA","","","1000000011258","DARGAUD","Enfants",,,101125,,,
"ACHILLE TALON : NE REVONS PAS","","","1000000011265","DARGAUD","Humour",,,101126,,,
"CATHERINE DE MEDICIS : LA REINE NOIRE","LAGRANGE","LACAF","1000000011272","DARGAUD","Aventure",,,101127,,,
"LES CHRONIQUES DE L'IMPOSSIBLE : T 02 LES TEMPETES DE ST MALO","PISCAGLIA","LAVERDURE","1000000011289","DARGAUD","Aventure",,,101128,,,
"DAVID ET SALOMON - ROIS D'ISRAEL","MOLITEPNI","RUFFIEUX","1000000011296","DARGAUD","Aventure",,,101129,,,
"LA QUETE DE L'OISEAU DU TEMPS : T 02 LE TEMPS DE L'OUBLI","","LE TENDRE","1000000011302","DARGAUD","Fantastique",,,101130,,,
"IMAGINAIRE","","ALTUNA","1000000011319","DARGAUD","Aventure",,,101131,,,
"ALLAIVE : T 02 UN BONHEUR DE DROLE","","","1000000011326","DARGAUD","Fantastique",,,101132,,,
"LE CRISTAL MAJEUR : T 01","","GIRAUD","1000000011333","DARGAUD","Fantastique",,,101133,,,
"LE CRISTAL MAJEUR : T 02 SUR L'ILE DE LA LICORNE","","GIRAUD","1000000011340","DARGAUD","Fantastique",,,101134,,,
"IZNOGOOD ET L'ORDINATEUR MAGIQUE","","GOSCINNY","1000000011357","DARGAUD","Humour",,,101135,,,
"LE GENIE DES ALPAGES : T 08 DANS LES NUAGES","","","1000000011364","DARGAUD","Humour",,,101136,,,
"LA JUNGLE EN FOLIE - CANARD A L'ORANGE","","GODARD","1000000011371","DARGAUD","Humour",,,101137,,,
"HISTOIRES ORDINAIRES","","","1000000011388","FLUIDE GLACIAL","Humour",,,101138,,,
"L'ENCYCLOPEDIE DES BEBES T 02","","","1000000011395","FLUIDE GLACIAL","Humour",,,101139,,,
"...ET BOULE DE GOMME","","","1000000011401","FLUIDE GLACIAL","Humour",,,101140,,,
"AVENTURES OBSEDE SEXUEL : T 03 MODE D'EMPLOI","","","1000000011418","FLUIDE GLACIAL","Humour",,,101141,,,
"GRAINE DE VOYOU","","BERBERIAN","1000000011425","FLUIDE GLACIAL","Humour",,,101142,,,
"ROUTE VERS L'ENFER","","","1000000011432","FLUIDE GLACIAL","Humour",,,101143,,,
"J.DIFOOL AVANT L'INCAL : T 01 LES DEUX ORPHELINES","","JODOROWSKY","1000000011456","HUMANOIDES","Fantastique",,,101145,,,
"LAILAH","","","1000000011470","HUMANOIDES","Fantastique",,,101147,,,
"VASCO : T 07 LE DIABLE ET LE CATHARE","","CHAILLET","1000000011487","LOMBARD","Aventure",,,101148,,,
"THORGAL : T 13 ENTRE TERRE ET LUMIERE","","VAN HAMME","1000000011494","LOMBARD","Fantastique",,,101149,,,
"MADILA BAY","","","1000000011500","LOMBARD","Aventure",,,101150,,,
"VICTOR N'EN RATE PAS UNE","","ZEP","1000000011517","KESSELRING","Humour",,,101151,,,
"LE BLUE FLOWER","","","1000000011524","KESSELRING","Aventure",,,101152,,,
"SYLVAIN ET SYLVETTE : FROMAGES À EMPORTER","","","1000000011531","FLEURUS","Enfants",,,101153,,,
"BOHEMOND DE ST GILLES : SORTILEGES A MALTE","","VERRIEN","1000000011548","FLEURUS","Aventure",,,101154,,,
"LES INVRAISEMBLABLES AVENTURES D'ASTERIX","","COLLECTIF","1000000011555","VENTS D'OUEST","Humour",,,101155,,,
"PACUSH BLUES : T 05 DESTIN FARCEUR - RESENDO","PTILUC","PTILUC","1000000011562","VENTS D'OUEST","Humour",,,101156,,,
"PACUSH BLUES : T 02 JEFFERSON OU LE MAL DE VIVRE","PTILUC","PTILUC","1000000011579","VENTS D'OUEST","Humour",,,101157,,,
"PACUSH BLUES : T 03 L'IMPORTANCE MAJEURE DES ACCORDS MINEURS","PTILUC","PTILUC","1000000011586","VENTS D'OUEST","Humour",,,101158,,,
"BERNARD LHERMITE : T 06 PEUT ON FUMER APRES LA MORT","","COUTURIER","1000000011593","ALBIN MICHEL","Humour",,,101159,,,
"GOMINA LE POINT DU JOUR","BEN RADIS","DODO","1000000011609","ALBIN MICHEL","Aventure",,,101160,,,
"LE CELESTE","TOURETTE","TERPANT","1000000011616","DELCOURT","Aventure",,,101161,,,
"STAR TOUJOURS : T 02","","","1000000011623","DELCOURT","Humour",,,101162,,,
"LES COLONISATEURS","","","1000000011630","DELCOURT","Fantastique",,,101163,,,
"RED ROAD : AMERICAN BUFFALOS","","DERIB","1000000011647","CRISTAL","Aventure",,,101164,,,
"LE VOYAGE EN ITALIE : T 02","","","1000000011654","DUPUIS","Aventure",,,101165,,,
"LES AVENTURES D'URBANUS - LA NAISSANCE D'URBANUS","URBANUS","LINHOUT","1000000011661","LOEMPIA","Humour",,,101166,,,
"LES RUBIKPEDES","","ITURIA","1000000011678","ITURIA","Humour",,,101167,,,
"TORPEDO : T 09 DEBOUT LES MORTS","ABULI","BERNET","1000000011692","COMICS USA","Aventure",,,101169,,,
"QUI VEUT LA PEAU DE ROGER RABBIT ?","","SPIELBERG","1000000011708","HACHETTE","Humour",,,101170,,,
"AGRIPPINE","","","1000000011715","BRETECHER","Humour",,,101171,,,
"MARCHE NOIR ET BOTTES A CLOUS","MITEI","LAUDEC","1000000011722","M C PRODUCTIONS","Humour",,,101172,,,
"LES CHEMINS DE MALEFOSSE : T 05 L'OR BLANC","","BARDET","1000000011746","GLENAT","Aventure",,,101174,,,
"CHRONIQUE DE LA MAISON LE QUEANT : T 04 LEILA","","BARDET","1000000011753","GLENAT","Aventure",,,101175,,,
"DAMPIERRE : T 01 L'AUBE NOIRE","","ERIC","1000000011760","GLENAT","Aventure",,,101176,,,
"LA SURVIVANTE : T 03 LA REVANCHE","","","1000000011777","ALBIN MICHEL","Fantastique",,,101177,,,
"ARIA : T 11 LES INDOMPTABLES","","","1000000011784","LOMBARD","Aventure",,,101178,,,
"BOHEMOND DE ST GILLES : LES CHEVALIERS DU DESERT","","VERRIEN","1000000011791","FLEURUS","Aventure",,,101179,,,
"LE MAITRE DES BRUMES : T 03 LA PESTE D'OAR","","DUFAUX","1000000011807","GLENAT","Fantastique",,,101180,,,
"LES DOSSIERS DE L'ARCHANGE : T 02 LA MORT EN DIFFERE","","GODARD","1000000011814","GLENAT","Aventure",,,101181,,,
"LES HERITIERS DU SOLEIL : T 03 LA VEUVE MERE","","BIHEL","1000000011821","GLENAT","Aventure",,,101182,,,
"MARGOT L'ENFANT BLEUE : T 01 LE COQ","","SON","1000000011838","GLENAT","Aventure",,,101183,,,
"MAITRE BERGER : T 04 LE SORCIER DE LA FALAISE","RIVIERE","DUMAS","1000000011845","GLENAT","Policier",,,101184,,,
"SYDNEY BRUCE : T 02 LA REVELATION DE CLACK MANANN","","RIVIERE","1000000011852","GLENAT","Aventure",,,101185,,,
"LES TOURS DE BOIS MAURY : T 05 ALDA","","","1000000011869","GLENAT","Aventure",,,101186,,,
"GIACOMO C : T 02 LA CHUTE DE L'ANGE","DUFAUX","DUFAUX","1000000011876","GLENAT","Aventure",,,101187,,,
"POUPEE D'IVOIRE : T 02 LA GRIFFE DE BRONZE","","","1000000011883","GLENAT","Aventure",,,101188,,,
"MILOSZ : T 01 LES HORIZONS PERDUS","","RODOLPHE","1000000011890","GLENAT","Aventure",,,101189,,,
"MILOSZ : T 02 SAINT PETERSBOURG","","RODOLPHE","1000000011906","GLENAT","Aventure",,,101190,,,
"LES POUX : T 01 NI DIEU, NI MAITRE","","MOUQUET","1000000011913","GLENAT","Aventure",,,101191,,,
"LA SUEUR DU SOLEIL : T 01 L'INDIEN D'ELDORADO","","HARRIET","1000000011920","GLENAT","Aventure",,,101192,,,
"LES VOYAGES CLOS : T 01 MONTAGNE FLEURIE","","DEWAMME","1000000011937","GLENAT","Aventure",,,101193,,,
"LE PASSAGE DE LA SAISON MORTE : T 01 L'ILE DU TEMPS","","BONIFAY","1000000011944","GLENAT","Fantastique",,,101194,,,
"ALIAS","","QUEIROLO","1000000011951","GLENAT","Aventure",,,101195,,,
"THEODORA - LES MONGOLS","","","1000000011968","GLENAT","Aventure",,,101196,,,
"CLOTHO : T 01 LE GABARIT DES INNOCENTS","","DEWAMME","1000000011975","GLENAT","Aventure",,,101197,,,
"LE SIGNE DU TAUREAU : T 02 LA PEAU DU CREANT","","COTHIAS","1000000011982","GLENAT","Aventure",,,101198,,,
"FULU : T 01 LE MAUVAIS SORT","","TRILLO","1000000011999","GLENAT","Aventure",,,101199,,,
"DANS L'OMBRE DU SOLEIL : T 03 ALIA","","","1000000012002","GLENAT","Fantastique",,,101200,,,
"VIC VALENCE : T 03 LA LUNE DES FOUS","","","1000000012019","GLENAT","Aventure",,,101201,,,
"LOLO ET SUCETTE : TROTTOIRS BRULANTS","HARDY","YANN","1000000012026","GLENAT","Humour",,,101202,,,
"LITTLE EGO","","","1000000012033","GLENAT","Erotique",,,101203,,,
"VALERIAN : N 13 SUR LES FRONTIERES","","CHRISTIN","1000000012040","DARGAUD","Fantastique",,,101204,,,
