title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"T1 : LES FOURMIS","WERBER B.","2000000019482",,,,201948,"NULL",,
"ET TOMBENT LES FILLES","PATTERSON  J.","2000000019499",,,,201949,"NULL",,
"POISSONS DAVRIL","MAC BAIN E.","2000000019505",,,,201950,"NULL",,
"DOUBLE MISE","KAKONIS T.","2000000019512",,,,201951,"NULL",,
"LE GRAND LIVRE DES ROBOTS : T1 PRELUDE A TRANTOR","ASIMOV I.","2000000019529",,,,201952,"NULL",,
"LE CYGNE NOIR","SABATIER R.","2000000019536","Romans français",,,201953,"NULL",,
"LE NEVEU DAMERIQUE","SEPUVELDA L.","2000000019543","Romans espagnols",,,201954,"NULL",,
"LES MECHANTES DAMES","LORIOT N.","2000000019550","Romans français",,,201955,"NULL",,
"EURYDICE NE REPOND PLUS","GUEGAN G.","2000000019567","Romans français",,,201956,"NULL",,
"LE TEMPS FUGITIF","BALYLOCK J.","2000000019574",,,,201957,"NULL",,
"LES JARDINS DE LOBSERVATOIRE","PERRAULT G.","2000000019581","Romans français",,,201958,"NULL",,
"PLUMES DE SANG","RENDELL R.","2000000019598",,,,201959,"NULL",,
"LA ROSE NOIRE","MARGOLIN P. M.","2000000019680",,,,201968,"NULL",,
"CUISINE SANGLANTE","WALTERS M.","2000000019697",,,,201969,"NULL",,
"LA TETE DES AUTRES","AYME M.","2000000019703","Romans français",,,201970,"NULL",,
"MESSAGE RECU","BOURSEILLER C.","2000000019710","Romans français",,,201971,"NULL",,
"CLUB DUMAS","PEREZ - REVERTE A.","2000000019727",,,,201972,"NULL",,
"CHATTAROOGA","RAYMO C.","2000000019734","Romans anglais",,,201973,"NULL",,
"UNE FEMME HEUREUSE","CHAPSAL M.","2000000019741","Romans français",,,201974,"NULL",,
"LENFANT DES LUMIERES","CHANDERNAGOR F.","2000000019758","Romans français",,,201975,"NULL",,
"LECRITURE OU LA VIE","SEMPRUN J.","2000000019765","Romans français",,,201976,"NULL",,
"UN SI BEAU MENSONGE","MARTIN D.","2000000019772",,,,201977,"NULL",,
"LE SEIGNEUR DES ANNEAUX : T 3 LE RETOUR DU ROI","TOLKIEN J. R. R.","2000000019789",,,,201978,"NULL",,
"INDIANOAK","LABORDE C.","2000000019796","Romans français",,,201979,"NULL",,
"MARY ANNE","DU MAURIER D.","2000000019802","Romans anglais",,,201980,"NULL",,
"LA LENTEUR","KUNDERA M.","2000000019819","Romans français",,,201981,"NULL",,
"CHANGE MORTEL","WOODS S.","2000000019826","Romans anglais",,,201982,"NULL",,
"HABEL","DIB M.","2000000019833",,,,201983,"NULL",,
"LA VIE SECRETE DE LILIANE ELIOT","MINOT S.","2000000019840","Romans anglais",,,201984,"NULL",,
"LA CHUTE DHYPERION","SIMMONS D.","2000000019857",,,,201985,"NULL",,
"LES CLOCHES DE WHITECHAPEL","GRIMES M.","2000000019864",,,,201986,"NULL",,
"LHOMME FATAL","FRAIN I.","2000000019871","Romans français",,,201987,"NULL",,
"UN ENFANT DE LA BALLE","IRVING J.","2000000019888","Romans anglais",,,201988,"NULL",,
"LE SEIGNEUR DES ANNEAUX : T 1 LA COMMUNAUTE DE L'ANN","TOLKIEN J. R. R.","2000000019895",,,,201989,"NULL",,
"MONSIEUR MALAUSSENE","PENNAC D.","2000000019901","Romans français",,,201990,"NULL",,
"INSOMNIE","KING S.","2000000019918",,,,201991,"NULL",,
"NOMADE JETAIS","CHARLES-ROUX E.","2000000019925","Romans français",,,201992,"NULL",,
"LE LAMA AUX CINQ SAGESSES","YONGDEN L.","2000000019932",,,,201993,"NULL",,
"FAUSSE ROUTE","RENDELL R.","2000000019949",,,,201994,"NULL",,
"LES ROSES DE LA VIE","MERLE R.","2000000019956","Romans français",,"2006-04-14T00:00:00.000Z",201995,"NULL",,
"LE PAPIER TUE-MOUCHES","TAYLOR E.","2000000019963","Romans anglais",,,201996,"NULL",,
"FENUY","COOPER L.","2000000019970","Romans anglais",,,201997,"NULL",,
"LA NUIT DE LICEBERG","HUSER F. - GENIES B.","2000000019987","Romans français",,,201998,"NULL",,
"29 JOURS AVANT LA FIN DU MONDE","MESSADIE G.","2000000019994","Romans français",,,201999,"NULL",,
"LES MOISSONS MORTES","FRYDMAN S.","2000000020006","Romans français",,,202000,"NULL",,
"POISON MORTEL","DUNANT S.","2000000020013",,,,202001,"NULL",,
"QUELQUES QUESTIONS DE TROP","DE AZUA F.","2000000020020","Romans espagnols",,,202002,"NULL",,
"UN TALENT MORTEL","KING L.","2000000020037",,,,202003,"NULL",,
"ILLUSIONS DOPTIQUE","HITCHCOCK J. S.","2000000020044",,,,202004,"NULL",,
"DEMAIN LA VEILLE","LACLAVETINE J. M.","2000000020051","Romans français",,,202005,"NULL",,
"LA MAISON DE JACQUES","MAC BAIN E.","2000000020068",,,,202006,"NULL",,
"LILLUSION SCORPIO","LUDLUN R.","2000000020075",,,,202007,"NULL",,
"PAS DE SANG DANS LA CLAIRIERE","WRIGHT L. R.","2000000020082",,,,202008,"NULL",,
"LES GRANDES BLONDES","ECHENOZ J.","2000000020099","Romans français",,,202009,"NULL",,
"LINCENDIE DE COPENHAGUE","LAPOUGE G.","2000000020105","Romans français",,,202010,"NULL",,
"LE HUSSARD SUR LE TOIT","GIONO J.","2000000020112","Romans français",,,202011,"NULL",,
"FURIES","LANG L.","2000000020129","Romans français",,,202012,"NULL",,
"LA PUISSANCE DES MOUCHES","SALVAYRE","2000000020136","Romans français",,,202013,"NULL",,
"HIER","KRISTOF A.","2000000020143","Romans français",,,202014,"NULL",,
"MOI QUI NAI PAS CONNU LES HOMMES","HARPMAN J.","2000000020150","Romans français",,,202015,"NULL",,
"LE PAS SI LENT DE LAMOUR","BIANCIOTTI H.","2000000020167","Romans français",,,202016,"NULL",,
"LA LANGUE MATERNELLE","ALEXAKIS V.","2000000020174","Romans français",,,202017,"NULL",,
"LE CHAMP DE PERSONNE","PICOULY","2000000020181","Romans français",,,202018,"NULL",,
"MINUIT PASSE : UNE ENQUETE DU DOCTEUR SNOW","LAING DAWSON D.","2000000020198",,,,202019,"NULL",,
"BAIGNADE INTERDITE","SCHNEIDER J. A.","2000000020204",,,,202020,"NULL",,
"L'ENFANT DU TEMPS","SILVERBERG A.","2000000020211",,,,202021,"NULL",,
"MOURIR DENFANCE","BOUDARD A.","2000000020228","Romans français",,,202022,"NULL",,
"LAMBITIEUSE","GALLO M.","2000000020235","Romans français",,,202023,"NULL",,
"DES REVES ET DES ASSASSINS","MOKEDDEM M.","2000000020242","Romans français",,,202024,"NULL",,
"FRANZ","COMBAZ C.","2000000020259","Romans français",,,202025,"NULL",,
"LA FOLLE ALLURE","BOBIN C.","2000000020266","Romans français",,,202026,"NULL",,
"ONDES DE CHOC","ROWE J.","2000000020273","Romans français",,,202027,"NULL",,
"LE GOUT DU RISQUE","RENDELL R.","2000000020280",,,,202028,"NULL",,
"LE TABLEAU DU MAITRE FLAMAND","PEREZ - REVERTE A.","2000000020297",,,,202029,"NULL",,
"LE FANTOME DE LA PLAGE","FYFIELD F.","2000000020303",,,,202030,"NULL",,
"LES AVEUX DU SILENCE","CHABROL J. P.","2000000020310","Romans français",,,202031,"NULL",,
"LES BRABAN","BESSON P.","2000000020327","Romans français",,,202032,"NULL",,
"LES DAMES DU LAC : LES BRUMES D'AVALLON","ZIMMER BRADLEY M.","2000000020334","Romans anglais",,,202033,"NULL",,
"L'AFFAIRE TOUTANKHAMON","JACQ C.","2000000020341","Romans français",,"2006-04-14T00:00:00.000Z",202034,"NULL",,
"LA FEMME AU XVIII° SIECLE","GONCOURT","2000000020358",,,,202035,"NULL",,
"LA SOUILLE","GIESBERT F. O.","2000000020365","Romans français",,,202036,"NULL",,
"ACHIGAN","CARRIERE J.","2000000020372","Romans français",,,202037,"NULL",,
"CONTES CRUELLES POUR ANAELLE","FIELD M.","2000000020389","Romans français",,,202038,"NULL",,
"LES CATALINAIRES","NOTHOMB","2000000020396","Romans français",,,202039,"NULL",,
"LA MALEDICTION DES BAYONS","HUNTER G .","2000000020402",,,,202040,"NULL",,
"LE SECRET DU RABBIN","JONQUET T.","2000000020419","Romans français",,,202041,"NULL",,
"LE MONDE A PEU PRES","ROUAUD J.","2000000020433","Romans français",,,202043,"NULL",,
"REVIENS, SIMONE !","CHAPSAL M.","2000000020440","Romans français",,,202044,"NULL",,
"LORENZO, LE MAGNIFIQUE","MONSIGNY J.","2000000020457","Romans français",,,202045,"NULL",,
"RAMSES T 02 : LE TEMPLE DES MILLIONS D'ANNEES","JACQ C.","2000000020464","Romans français",,,202046,"NULL",,
"RAMSES T 03 : LA BATAILLE DE KADESH","JACQ C.","2000000020471","Romans français",,,202047,"NULL",,
"THERAPIE","LODGE D.","2000000020488","Romans anglais",,,202048,"NULL",,
"LA FORTUNE DES LAUFER","LENTERIC B.","2000000020495","Romans français",,,202049,"NULL",,
"PRESIDENTE","CAUVIN P.","2000000020501","Romans français",,,202050,"NULL",,
"MORT DANS LE BROUILLARD","BRAND C.","2000000020518",,,,202051,"NULL",,
"LA CITE DES PERMUTANTS","EGAN G.","2000000020525","Romans anglais",,,202052,"NULL",,
"BEAUTE FATALE","DUNANT S.","2000000020532",,,,202053,"NULL",,
"SALEM","KING S.","2000000020549",,,,202054,"NULL",,
"LE MYSTERE DE TORN HOUSE","GRIMES M.","2000000020556",,,,202055,"NULL",,
"GALINDEZ","VAZQUEZ MONTALBAN M.","2000000020563","Romans espagnols",,,202056,"NULL",,
"LACCIDENT","KING S.","2000000020570",,,,202057,"NULL",,
"UNE MORT SANS NOM","CORNWELL P.","2000000020587",,,,202058,"",,
"ECLATS DE SEL","GERMAIN S.","2000000020594","Romans français",,,202059,"NULL",,
"LA MAISON DU CLAIR DE LUNE","HIGGINS CLARK M.","2000000020600",,,,202060,"NULL",,
"LAMOUR, ENCORE","LESSING D.","2000000020617","Romans anglais",,,202061,"NULL",,
"LA DAME EN BLANC","WILKIE COLLINS W.","2000000020624","Romans anglais",,,202062,"NULL",,
"LA CHANSON DES GUEUX","MAHFOUZ N.","2000000020631",,,,202063,"NULL",,
"LE LIVRE DE SAPHIR","SINOUE G.","2000000020648","Romans français",,,202064,"NULL",,
"CE QUE LON A VU DANS LOUEST","FRUTTERO C.","2000000020655","Romans italiens",,,202065,"NULL",,
"LES DINERS DE CALPURNIA","DIWO J.","2000000020662","Romans français",,,202066,"NULL",,
"LA DERNIERE COLLINE","DEFORGES R.","2000000020679","Romans français",,,202067,"NULL",,
"NOTRE JEU","LE CARRE J.","2000000020686",,,,202068,"NULL",,
"L'EXPEDITION OLOF SUNDMAN","","2000000020693",,,,202069,"NULL",,
"UNE PARTIE DE CACHE-CACHE","TAYLOR E.","2000000020709","Romans anglais",,,202070,"NULL",,
"MADEMOISELLE CHAT","FRANCK - VAUTRIN","2000000020716","Romans français",,"2006-04-14T00:00:00.000Z",202071,"NULL",,
"PETITS JEUX DE MASSACRE","GILL B. M.","2000000020723",,,,202072,"NULL",,
"LES VIGNES DE SAINTE COLOMBE","SIGNOL C.","2000000020730","Romans français",,,202073,"NULL",,
"LE PELERIN DE COMPOSTELLE","COEHLO P.","2000000020747",,,,202074,"NULL",,
"RECHERCHE JEUNE FEMME AIMANT DANSER","HIGGINS CLARK M.","2000000020761",,,,202076,"NULL",,
"DES FEUX SOUS LA CENDRE","COATMEUR J. F.","2000000020778",,,,202077,"NULL",,
"LA ROSE DANS LES TENEBRES","BRAND C.","2000000020785",,,,202078,"NULL",,
"TONY ET SUSAN","WRIGHT T.","2000000020792",,,,202079,"NULL",,
"RAMSES T 04 : LA FEMME DABOU SIMBEL","JACQ C.","2000000020808","Romans français",,,202080,"NULL",,
"OEIL DE VEAU","RODDATZ F. J.","2000000020815","Romans allemands",,,202081,"NULL",,
"LE GRAND LIVRE DES ROBOTS : T2","ASIMOV I.","2000000020822",,,,202082,"NULL",,
"UNE FILLE DE REVE","PERRY T.","2000000020839",,,,202083,"NULL",,
"SANG DENCRE","","2000000020846",,,,202084,"NULL",,
"J'AVOUE QUE J'AI VECU","NERUDA P.","2000000020853","Romans espagnols",,,202085,"NULL",,
"LE CHASSEUR ZERO","ROZE P.","2000000020860","Romans français",,,202086,"NULL",,
"UN SILENCE DENVIRON UNE œ  HEURE","SCHREIBER B.","2000000020877","Romans français",,,202087,"NULL",,
"LES LOUPS DU PARADIS","CHERER S.","2000000020884","Romans français",,,202088,"NULL",,
"UNE FEMME SOUS SURVEILLANCE","MAC DONALD P.","2000000020891",,,,202089,"NULL",,
"LA MOISSON ROUGE","HAMMETT D.","2000000020907",,,,202090,"NULL",,
"LA VENGEANCE DU SCORPION","GEDGE P.","2000000020914","Romans anglais",,,202091,"NULL",,
"WEEK-END DE CHASSE A LA MERE","BRISAC G.","2000000020921","Romans français",,,202092,"NULL",,
"BONHEURS DENFANCE","SIGNOL C.","2000000020938","Romans français",,,202093,"NULL",,
"GURDJIEFF PARLE A SES ELEVES","GURDJIEFF G. I.","2000000020945",,,,202094,"NULL",,
"UN CERCLE DE FAMILLE","GAZIER  M.","2000000020952","Romans français",,,202095,"NULL",,
"RAPSODIE CUBAINE","MANET E.","2000000020969","Romans français",,,202096,"NULL",,
"ORLANDA","HARPMAN J.","2000000020976","Romans français",,,202097,"NULL",,
"UN JURY SUR MESURE","KORELITZ J. H.","2000000020990",,,,202099,"NULL",,
"LA PORTE ROUGE","KOONTZ D.","2000000021003","Romans anglais",,,202100,"NULL",,
"LES CLOWNS SACRES","HILLERMAN T.","2000000021010","Romans anglais",,,202101,"NULL",,
"LA NUIT DES NOUNOURS","MAC BAIN E.","2000000021027",,,,202102,"",,
"LE LEZARD VERT","LA GALITE J.","2000000021034","Romans français",,,202103,"NULL",,
"LEPREUVE FINALE","FAIRSTEIN L.","2000000021041",,,,202104,"NULL",,
"POISSON DOR","Le CLEZIO J. M. G.","2000000021058","Romans français",,,202105,"NULL",,
"DEUX ETES","ORSENNA E.","2000000021065","Romans français",,,202106,"NULL",,
"DORA BRUDER","MODIANO P.","2000000021072","Romans français",,,202107,"NULL",,
"CASIMIR MENE LA GRANDE VIE","DORMESSON J.","2000000021089","Romans français",,,202108,"NULL",,
"RAMSES T 05 : SOUS LACACIA DOCCIDENT","JACQ C.","2000000021096","Romans français",,,202109,"NULL",,
"LE ROSE ET LE BLANC","REMY P. J.","2000000021102","Romans français",,,202110,"NULL",,
"LA FEMME ECARLATE","CHRISTIAN J. D.","2000000021119","Romans anglais",,,202111,"NULL",,
"SARA","ZIMMER BRADLEY M.","2000000021126","Romans anglais",,,202112,"NULL",,
"LE SCAPHANDRE ET LE PAPILLON","BAUDY J. D.","2000000021133","Romans français",,,202113,"NULL",,
"TRAHISONS SINCERES","GALLOIS C.","2000000021140","Romans français",,,202114,"NULL",,
"LA CHAMBRE ET LA REINE","BENZONI J.","2000000021157","Romans français",,,202115,"NULL",,
"MEGALODON","ALTEN S.","2000000021164","Romans anglais",,,202116,"NULL",,
"LA NUIT DE LERREUR","BEN JELLOUN T.","2000000021171","Romans français",,,202117,"NULL",,
"LA LUMIERE DES COLLINES","SIGNOL C.","2000000021188","Romans français",,,202118,"NULL",,
"LES TROIS AMAZONES","ZIMMER BRADLEY M.","2000000021201","Romans anglais",,,202120,"NULL",,
"UNE RENCONTRE EN WESTPHALIE","GRASS G.","2000000021218","Romans allemands",,,202121,"NULL",,
"LE SANG DU CONQUERANT","ZAHN T.","2000000021225",,,,202122,"NULL",,
"UN CERCUEIL POUR LES CAIMANS","KIMBALL M.","2000000021232",,,,202123,"NULL",,
"NI VUE  NI CONNUE","HIGGINS CLARK M.","2000000021249",,,,202124,"NULL",,
"LE NID DE LARAIGNEE","KELLERMAN J.","2000000021256",,,,202125,"NULL",,
"UN SOIR SANS RAISON","LEFEVRE F.","2000000021263","Romans français",,,202126,"NULL",,
"HAMMERKAVIE","REZA Y.","2000000021270","Romans français",,,202127,"NULL",,
"LE SABOTAGE AMOUREUX","NOTHOMB A.","2000000021287","Romans français",,,202128,"NULL",,
"INSTRUMENTS DES TENEBRES","HUSTON N.","2000000021294","Romans français",,,202129,"NULL",,
"LES NUITS DE STRASBOURG","DJEBAR A.","2000000021300","Romans français",,,202130,"NULL",,
"TROIS SOEURCIERES","PRATCHETT T.","2000000021317","Romans anglais",,,202131,"NULL",,
"SANS VOIX","ZINAI-KOUDIL H.","2000000021324","Romans français",,,202132,"NULL",,
"UN ETE BRULANT","PEARS T.","2000000021331","Romans anglais",,,202133,"NULL",,
"MORT EN TERRE ETRANGERE","LEON D.","2000000021348",,,,202134,"NULL",,
"NOEUDS ET DENOUEMENTS","PROULX E. A.","2000000021355","Romans anglais",,,202135,"NULL",,
"LES CENDRES D'ANGELA","MAC COURT F.","2000000021362","Romans anglais",,,202136,"NULL",,
"LE VOYAGE DE THEO","CLEMENT C.","2000000021379","Romans français",,,202137,"NULL",,
"PERSONNES DISPARUES","MAC DONALD P.","2000000021386",,,,202138,"NULL",,
"HYPERION","SIMMONS D.","2000000021393",,,,202139,"NULL",,
"LE TAILLEUR DE PANAMA","LE CARRE J.","2000000021409","Romans anglais",,,202140,"NULL",,
"LE PHARAON NOIR","JACQ C.","2000000021416","Romans français",,,202141,"NULL",,
"LE LYS ET LA POURPRE","MERLE R.","2000000021423","Romans français",,"2006-04-14T00:00:00.000Z",202142,"NULL",,
"DE DEUX ROSES L'UNE","BENZONI J.","2000000021430","Romans français",,,202143,"NULL",,
"ANGLE MORT","PARETSKY S.","2000000021447",,,,202144,"NULL",,
"UNE LUMIERE DANS L'ILE","BONNAFE C.","2000000021454","Romans français",,,202145,"NULL",,
"MEURTRES EN RESEAU","HOLT A. J.","2000000021461",,,,202146,"NULL",,
"DU FOND DE L'ABIME","CHILD L.","2000000021478",,,,202147,"NULL",,
"LE TROISIEME JUMEAU","FOLLETT K.","2000000021485",,,,202148,"NULL",,
"FROIDE VENGEANCE","THOMAS C.","2000000021492",,,,202149,"NULL",,
"IL ETAIT UNE FOIS ...SAMUEL FULLER","","2000000021508",,,,202150,"NULL",,
"NANA BLUES","JONG E.","2000000021515","Romans anglais",,,202151,"NULL",,
"LES ENFANTS DE LUMIERE","JAN DE HARTOG","2000000021522","Romans anglais",,,202152,"NULL",,
"MIRANDA ET LES HAUTES MAISONS DE  NY","MESURET B.","2000000021539","Romans français",,,202153,"NULL",,
"LES ROMANS DE LA TABLE RONDE","BOULENGER J.","2000000021546","Romans français",,,202154,"NULL",,
"LES SENTIERS DE CAPVIRADE","PIERRE DE LA CHAPELLE","2000000021553","Romans français",,,202155,"NULL",,
"UN HOMME EST TOMBE","HILLERMAN T.","2000000021560",,,,202156,"NULL",,
"ROMANS EXTRAORDINAIRES","BARJAVEL R.","2000000021577",,,,202157,"NULL",,
"LES RIVIERES POURPRES","GRANGE J. C.","2000000021584",,,,202158,"NULL",,
"MORDOC","CORNWELL P.","2000000021591",,,,202159,"NULL",,
"LA PROMESSE DES SOURCES","SIGNOL C.","2000000021607","Romans français",,,202160,"NULL",,
"LONGTEMPS","ORSENNA E.","2000000021614","Romans français",,,202161,"NULL",,
"HISTOIRES REGRETTABLES","WILKIE COLLINS W.","2000000021621",,,,202162,"",,
"REMEDE A LA MORT...","ANDERSON DARGATZ G.","2000000021638","Romans anglais",,,202163,"NULL",,
"LE PUITS","JOLLEY E.","2000000021645","Romans anglais",,,202164,"NULL",,
"L'AGE BLESSE","BOURAOUI","2000000021652","Romans français",,,202165,"NULL",,
"LA PETITE FRANCAISE","NEUHOFF E.","2000000021669","Romans français",,,202166,"NULL",,
"L'ORAGE ROMPU","HARPMAN J.","2000000021676","Romans français",,,202167,"NULL",,
"L'IDENTITE","KUNDERA M.","2000000021683","Romans français",,,202168,"NULL",,
"LE ZUBIAL","JARDIN A.","2000000021690","Romans français",,,202169,"NULL",,
"CIEL BLEU","TSCHINAG G.","2000000021706","Romans allemands",,,202170,"NULL",,
"TRUISMES","DARRIEUSSECQ M.","2000000021713","Romans français",,,202171,"NULL",,
