title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"QUELQU'UN D'AUTRE","BENACQUISTA T.","2000000024257","Romans français","2002-03-28T00:00:00.000Z",,202425,"NULL",,
"JE L'AIMAIS","GAVALDA A.","2000000024264","Romans français","2002-03-28T00:00:00.000Z",,202426,"NULL",,
"UN BIEN FOU","NEUHOFF E.","2000000024271","Romans français","2002-03-28T00:00:00.000Z",,202427,"NULL",,
"UN LONG WEEK-END DANS LES ARDENNES","HAASSE H.S.","2000000024288",,"2002-03-28T00:00:00.000Z",,202428,"NULL",,
"LA REINE CLAUDE","CASTILLON C.","2000000024295","Romans français","2002-03-28T00:00:00.000Z",,202429,"NULL",,
"LA PART DE L'AUTRE","SCHMITT E.E.","2000000024301","Romans français","2002-03-28T00:00:00.000Z",,202430,"NULL",,
"L'ILE DES CHIENS","CORNWELL P.","2000000024318",,"2002-03-28T00:00:00.000Z",,202431,"NULL",,
"BAUDOLINO","ECO U.","2000000024325","Romans italiens","2002-03-28T00:00:00.000Z",,202432,"NULL",,
"SEPT ANS DE SOLITUDE","HALPHEN E.","2000000024332",,"2002-03-28T00:00:00.000Z",,202433,"NULL",,
"PARS VITE ET REVIENS TARD","VARGAS F.","2000000024349",,"2002-03-28T00:00:00.000Z",,202434,"NULL",,
"LA RAGE AU CUR","BETANCOURT I.","2000000024356","Romans français","2002-03-28T00:00:00.000Z",,202435,"NULL",,
"FRINGUES","ORBAN C.","2000000024363","Romans français","2002-03-28T00:00:00.000Z",,202436,"NULL",,
"SOUS LES ETOILES","BOUKHOBZA C.","2000000024370","Romans français","2002-03-28T00:00:00.000Z",,202437,"NULL",,
"LE MORAL DES MENAGES","REINHARDT E.","2000000024387","Romans français","2002-03-28T00:00:00.000Z",,202438,"NULL",,
"L'EFFROYABLE IMPOSTURE","MEYSSAN T.","2000000024394",,"2002-03-28T00:00:00.000Z",,202439,"NULL",,
"DICTIONNAIRE CULTUREL DE LA MYTHOLOGIE GRECO-ROMAINES","MARTIN R.","2000000024400",,"2002-03-28T00:00:00.000Z",,202440,"NULL",,
"HARRY POTTER : A L'ECOLE DES SORCIERS T.1","ROWLING J.K.","2000000024417","Romans anglais","2002-03-28T00:00:00.000Z",,202441,"NULL",,
"HARRY POTTER : ET LA CHAMBRE DES SECRETS T.2","ROWLING J.K.","2000000024424","Romans anglais","2002-03-28T00:00:00.000Z",,202442,"NULL",,
"HARRY POTTER : ET LE PRISONNIER D'AZKABAN T.3","ROWLING J.K.","2000000024431","Romans anglais","2002-03-28T00:00:00.000Z",,202443,"NULL",,
"HARRY POTTER : ET LA COUPE DE FEU T.4","ROWLING J.K.","2000000024448","Romans anglais","2002-03-28T00:00:00.000Z",,202444,"NULL",,
"HISTOIRE VISUELLE DE L'ART","FRONTISI C.","2000000024455",,"2002-03-28T00:00:00.000Z",,202445,"NULL",,
"LE GRAND GUIDE MARABOUT DU JARDIN","ROYAL HORTICULTURAL SOCIETY","2000000024462",,"2002-03-28T00:00:00.000Z",,202446,"NULL",,
"DEVENEZ SORCIERS DEVENEZ SAVANTS","CHARPAK G.","2000000024479",,"2002-07-01T00:00:00.000Z",,202447,"NULL",,
"LA VERITE OU PRESQUE","MCCAULEY S.","2000000024486","Romans anglais","2002-07-01T00:00:00.000Z",,202448,"NULL",,
"PRISONNIERS DU TEMPS","CRICHTON M.","2000000024493",,"2002-07-01T00:00:00.000Z",,202449,"NULL",,
"LES ENFANTS DE LA TERRE T.5","AUEL J.M.","2000000024509","Romans anglais","2002-07-01T00:00:00.000Z",,202450,"NULL",,
"POISON VERT","NOTTRET P.","2000000024516",,"2002-07-01T00:00:00.000Z",,202451,"NULL",,
"MERES- FILLES : UNE RELATION A TROIS","ELIACHEFF C.","2000000024523",,"2002-07-01T00:00:00.000Z",,202452,"NULL",,
"LE PASSEUR DE LUMIERE","TIRTIAUX B.","2000000024530","Romans français","2002-07-01T00:00:00.000Z",,202453,"NULL",,
"LA QUATRIEME MAIN","IRVING J.","2000000024547","Romans anglais","2002-07-01T00:00:00.000Z",,202454,"NULL",,
"RECIT D'AMOUR","SALLENAVE D.","2000000024554","Romans français","2002-07-01T00:00:00.000Z",,202455,"NULL",,
"LE LIVRE DES ILLUSIONS","AUSTER P.","2000000024561","Romans français","2002-07-01T00:00:00.000Z",,202456,"NULL",,
"J'AI VU FINIR LE MONDE ANCIEN","ADLER A.","2000000024578",,"2002-07-01T00:00:00.000Z",,202457,"NULL",,
"LES ETOILES FROIDES","DEL CASTILLO M.","2000000024585","Romans français","2002-07-01T00:00:00.000Z",,202458,"NULL",,
"LE DESTIN MIRACULEUX D' EDGAR MINT","UDALL B.","2000000024592","Romans anglais","2002-07-01T00:00:00.000Z",,202459,"NULL",,
"TOI QUE J'AIMAIS TANT","HIGGINS CLARK M.","2000000024608",,"2002-07-01T00:00:00.000Z",,202460,"NULL",,
"UN ETE PRODIGUE","KINGSOLVER B.","2000000024615","Romans anglais","2002-07-01T00:00:00.000Z",,202461,"NULL",,
"LE SECRET","ENQUIST A.","2000000024622",,"2002-11-25T00:00:00.000Z",,202462,"NULL",,
"LES VIES DE LUKA","CATHRINE A.","2000000024639","Romans français","2002-11-25T00:00:00.000Z",,202463,"NULL",,
"LE TALISMAN DES TERRITOIRES : T1","KING S.","2000000024646",,"2002-11-25T00:00:00.000Z",,202464,"NULL",,
"LE TALISMAN DES TERRITOIRES : T2","KING S.","2000000024653",,"2002-11-25T00:00:00.000Z",,202465,"NULL",,
"LES ADIEUX A LA REINE (FEMINA 2002)","THOMAS C.","2000000024660","Romans français","2002-11-25T00:00:00.000Z",,202466,"NULL",,
"ADOLPHE","CONSTANT B.","2000000024677","Romans français","2002-11-25T00:00:00.000Z",,202467,"NULL",,
"LES TABOUS DE L'HISTOIRE","FERRO M.","2000000024684",,"2002-11-25T00:00:00.000Z",,202468,"NULL",,
"CASUS BELLI","BRAGANCE A.","2000000024691","Romans français","2002-11-25T00:00:00.000Z",,202469,"NULL",,
"ROBERT DES NOMS PROPRES","NOTHOMB A.","2000000024707","Romans français","2002-11-25T00:00:00.000Z",,202470,"NULL",,
"PAS UN JOUR","GARRETA A. F.","2000000024714","Romans français","2002-11-25T00:00:00.000Z",,202471,"NULL",,
"UNE ANNEE DE NEIGE","SIGNOL C.","2000000024721","Romans français","2002-11-25T00:00:00.000Z",,202472,"NULL",,
"ASSAM (RENAUDOT 2002)","CORTANZE (DE) G.","2000000024738","Romans français","2002-11-25T00:00:00.000Z",,202473,"NULL",,
"L'HOMME A L'ENVERS","VARGAS F.","2000000024745",,"2002-11-25T00:00:00.000Z",,202474,"NULL",,
"L'ARBRE DES POSSIBLES","WERBER B.","2000000024752",,"2002-11-25T00:00:00.000Z",,202475,"NULL",,
"FAIRE L'AMOUR","TOUSSAINT J.P.","2000000024769","Romans français","2002-11-25T00:00:00.000Z",,202476,"NULL",,
"LE SILMARILLON","TOLKIEN J.R.R.","2000000024776",,"2002-11-25T00:00:00.000Z",,202477,"NULL",,
"ET Si CA VENAIT DU VENTRE","PALLARDY P.","2000000024783",,"2002-11-25T00:00:00.000Z",,202478,"NULL",,
"LA TACHE","ROTH P.","2000000024790","Romans anglais","2002-11-25T00:00:00.000Z",,202479,"NULL",,
"L'EVANGILE DU SERPENT","BORDAGE P.","2000000024806","Romans français","2002-11-25T00:00:00.000Z",,202480,"NULL",,
"LES CORRECTIONS","FRANZEN J.","2000000024813","Romans anglais","2002-11-25T00:00:00.000Z",,202481,"NULL",,
"MEMOIRE INFIDELE","GEORGE E.","2000000024820",,"2002-11-25T00:00:00.000Z",,202482,"NULL",,
"LE BILLET GAGNANT","HIGGINS CLARK M.","2000000024837",,"2002-11-25T00:00:00.000Z",,202483,"NULL",,
"A LA CROISEE DES MONDES : T1","PULLMAN P.","2000000024844",,"2002-11-25T00:00:00.000Z",,202484,"NULL",,
"A LA CROISEE DES MONDES : T2","PULLMAN P.","2000000024851",,"2002-11-25T00:00:00.000Z",,202485,"NULL",,
"A LA CROISEE DES MONDES : T3","PULLMAN P.","2000000024868",,"2002-11-25T00:00:00.000Z",,202486,"NULL",,
"ONE MAN SHOW","FARGUES N.","2000000024875","Romans français","2002-11-25T00:00:00.000Z",,202487,"NULL",,
"LE SOUFFLE DE L'HARMATTAN (SELECTION INTER-CE 2003)","TRUDEL S.","2000000024882","Romans français","2003-02-10T00:00:00.000Z",,202488,"NULL",,
"LES BALTRINGUES (SELECTION INTER-CE 2003)","ROUBAUDI L.","2000000024899","Romans français","2003-02-10T00:00:00.000Z",,202489,"NULL",,
"L'HOMME AUX CERCLES BLEUX","VARGAS F.","2000000024905",,"2003-02-10T00:00:00.000Z",,202490,"NULL",,
"CHAMBRE AVEC GISANT (SELECTION INTER-CE 2003)","PESSAN E.","2000000024912","Romans français","2003-02-10T00:00:00.000Z",,202491,"NULL",,
"LA POUDRE NOIRE DE MAITRE HOU (SELECTION INTER-CE 2003)","TRAN NHUT","2000000024929","Romans français","2003-02-10T00:00:00.000Z",,202492,"NULL",,
