196;"2447";"livres";2008-10-16;2008-11-13
262;"1582";"livres";2014-04-22;2014-05-20
193;"A153";"CD";2012-05-29;2012-06-12
196;"1310";"livres";2009-12-21;2010-01-18
196;"1311";"livres";2009-12-21;2010-01-18
196;"1252";"livres";2009-12-21;2010-01-18
40;"4639";"livres";2014-07-01;2014-07-29
40;"F715";"CD";2014-07-29;2014-08-12
40;"F742";"CD";2014-07-29;2014-08-12
40;"467";"DVD";2014-07-01;2014-07-15
25;"F1973";"CD";2014-06-03;2014-06-17
69;"4026";"livres";2014-04-25;2014-05-23
266;"4620";"livres";2014-08-05;2014-09-02
225;"535";"DVD";2014-08-05;2014-08-19
127;"1215";"livres";2014-08-19;2014-09-16
262;"2292";"livres";2014-04-22;2014-05-20
262;"1778";"livres";2014-04-22;2014-05-20
225;"3409";"BD";2014-08-05;2014-08-20
80;"ADJ2013NOV";"revues";2014-02-07;2014-02-14
58;"A514";"CD";2013-10-11;2013-10-25
225;"4720";"livres";2014-07-22;2014-08-19
262;"1873";"livres";2014-04-22;2014-05-20
25;"60M2014HS1727";"revues";2014-06-03;2014-06-10
231;"4448";"livres";2013-10-22;2013-11-19
244;"4264";"livres";2010-09-28;2010-10-26
244;"4259";"livres";2010-09-28;2010-10-26
196;"548";"livres";2008-10-16;2008-11-13
262;"2220";"livres";2014-04-22;2014-05-20
164;"2647";"BD";2012-01-27;2012-02-03
262;"759";"livres";2014-04-22;2014-05-20
262;"822";"livres";2014-04-22;2014-05-20
262;"824";"livres";2014-04-22;2014-05-20
127;"4323";"livres";2014-08-26;2014-09-23
196;"304";"livres";2008-10-16;2008-11-13
